id,city,country,state,zipcode
11567,Davanagere,India,Karnataka,577001
11568,Davanagere,India,Karnataka,577001
11569,Chitradurga,India,Karnataka,577001
11570,Chitradurga,India,Karnataka,577004
11571,Chitradurga,India,Karnataka,577001
11572,Chitradurga,India,Karnataka,577002
11573,Chitradurga,India,Karnataka,577002
11574,Chitradurga,India,Karnataka,577002
11575,Chitradurga,India,Karnataka,577003
11576,Chitradurga,India,Karnataka,577004
11577,Bangalore,India,Karnataka,560026
11578,Aland,India,Karnataka,585240
11579,Raichur,India,Karnataka,584111
11580,Raichur,India,Karnataka,584111
11581,Bellary,India,Karnataka,583112
11582,Raichur,India,Karnataka,584201
11583,Mangalore,India,Karnataka,574160
11584,Belgaum,India,Karnataka,591147
11585,Bellary,India,Karnataka,583140
11586,Haveri,India,Karnataka,581132
11587,Sakleshpur,India,Karnataka,577147
11588,Belgaum,India,Karnataka,591140
11589,Bellary,India,Karnataka,583129
11590,Mandya,India,Karnataka,571445
11591,Belgaum,India,Karnataka,591154
11592,Bangalore,India,Karnataka,562110
11593,Bangalore,India,Karnataka,562110
11594,Sindgi,India,Karnataka,586206
11595,Tirthahalli,India,Karnataka,577415
11596,Chikamaglur,India,Karnataka,577175
11597,Mysore,India,Karnataka,571167
11598,Arkalgud,India,Karnataka,577234
11599,Mysore,India,Karnataka,570001
11600,Alur,India,Karnataka,571220
11601,Tumkur,India,Karnataka,572103
11602,Tumkur,India,Karnataka,572146
11603,Kolar,India,Karnataka,563127
11604,Dharwar,India,Karnataka,581131
11605,Bijapur,India,Karnataka,586115
11606,Bangalore,India,Karnataka,560045
11607,Dharwar,India,Karnataka,581152
11608,Kalghatgi,India,Karnataka,581224
11609,Raichur,India,Karnataka,584167
11610,Belgaum,India,Karnataka,591175
11611,Mysore,India,Karnataka,571140
11612,Mandya,India,Karnataka,571462
11613,Aland,India,Karnataka,587131
11614,Bidar,India,Karnataka,585426
11615,Bangalore,India,Karnataka,560029
11616,Mangalore,India,Karnataka,574216
11617,Belgaum,India,Karnataka,591333
11618,Dharwar,India,Karnataka,580001
11619,Dharwar,India,Karnataka,580001
11620,Dharwar,India,Karnataka,580005
11621,Dharwar,India,Karnataka,580007
11622,Dharwar,India,Karnataka,580005
11623,Dharwar,India,Karnataka,580001
11624,Dharwar,India,Karnataka,580008
11625,Dharwar,India,Karnataka,580003
11626,Dharwar,India,Karnataka,580001
11627,Dharwar,India,Karnataka,580001
11628,Dharwar,India,Karnataka,580001
11629,Dharwar,India,Karnataka,580007
11630,Dharwar,India,Karnataka,580001
11631,Dharwar,India,Karnataka,580004
11632,Bijapur,India,Karnataka,586116
11633,Dharwar,India,Karnataka,580114
11634,Dharwar,India,Karnataka,581193
11635,Belgaum,India,Karnataka,591218
11636,Gulbarga,India,Karnataka,585340
11637,Bangalore,India,Karnataka,562115
11638,Bangalore,India,Karnataka,562147
11639,Channarayapatna,India,Karnataka,573141
11640,Mangalore,India,Karnataka,575003
11641,Bangalore,India,Karnataka,562111
11642,Bangalore,India,Karnataka,561203
11643,Bangalore,India,Karnataka,561203
11644,Bangalore,India,Karnataka,561204
11645,Mysore,India,Karnataka,571161
11646,Mysore,India,Karnataka,571478
11647,Bangalore,India,Karnataka,560062
11648,Arsikere,India,Karnataka,573117
11649,Mysore,India,Karnataka,571341
11650,Chitradurga,India,Karnataka,577524
11651,Mangalore,India,Karnataka,574248
11652,Belgaum,India,Karnataka,591184
11653,Bangalore,India,Karnataka,560071
11654,Bangalore,India,Karnataka,562148
11655,Mundargi,India,Karnataka,582121
11656,Bellary,India,Karnataka,583118
11657,Hassan,India,Karnataka,573142
11658,Mysore,India,Karnataka,571322
11659,Bangalore,India,Karnataka,560016
11660,Hassan,India,Karnataka,585252
11661,Bangalore,India,Karnataka,560016
11662,Kushtagi,India,Karnataka,584112
11663,Hassan,India,Karnataka,573118
11664,Mangalore,India,Karnataka,574121
11665,Chikamaglur,India,Karnataka,577118
11666,Chitradurga,India,Karnataka,577001
11667,Belgaum,India,Karnataka,590006
11668,Hassan,India,Karnataka,573201
11669,Tumkur,India,Karnataka,572234
11670,Bellary,India,Karnataka,583113
11671,Bangalore,India,Karnataka,560003
11672,Bidar,India,Karnataka,585336
11673,Bangalore,India,Karnataka,560003
11674,Tumkur,India,Karnataka,572101
11675,Belgaum,India,Karnataka,590003
11676,Bangalore,India,Karnataka,560024
11677,Belgaum,India,Karnataka,591122
11678,Mangalore,India,Karnataka,575001
11679,Mangalore,India,Karnataka,574143
11680,Gulbarga,India,Karnataka,585308
11681,Gulbarga,India,Karnataka,585337
11682,Mangalore,India,Karnataka,575002
11683,Mysore,India,Karnataka,570013
11684,Bangalore,India,Karnataka,560005
11685,Dharwar,India,Karnataka,580008
11686,Gulbarga,India,Karnataka,585265
11687,Raichur,India,Karnataka,584113
11688,Dharwar,India,Karnataka,582101
11689,Dharwar,India,Karnataka,582101
11690,Dharwar,India,Karnataka,582102
11691,Dharwar,India,Karnataka,582101
11692,Dharwar,India,Karnataka,582101
11693,Dharwar,India,Karnataka,582101
11694,Dharwar,India,Karnataka,582102
11695,Dharwar,India,Karnataka,582101
11696,Bellary,India,Karnataka,583245
11697,Yadgir,India,Karnataka,585284
11698,Dharwar,India,Karnataka,582114
11699,Raichur,India,Karnataka,584101
11700,Devadurga,India,Karnataka,584156
11701,Belgaum,India,Karnataka,591219
11702,Bijapur,India,Karnataka,587117
11703,Chamarajanagar,India,Karnataka,571174
11704,Arsikere,India,Karnataka,573119
11705,Devadurga,India,Karnataka,571472
11706,Hassan,India,Karnataka,573201
11707,Bidar,India,Karnataka,585403
11708,Belgaum,India,Karnataka,591141
11709,Bangalore,India,Karnataka,560009
11710,Mangalore,India,Karnataka,576201
11711,Bangalore,India,Karnataka,560009
11712,Mangalore,India,Karnataka,575003
11713,Karwar,India,Karnataka,581374
11714,Shimoga,India,Karnataka,577401
11715,Tumkur,India,Karnataka,572201
11716,Tumkur,India,Karnataka,572101
11717,Karwar,India,Karnataka,581365
11718,Dharwar,India,Karnataka,580020
11719,Hirekerur,India,Karnataka,585212
11720,Bellary,India,Karnataka,583227
11721,Bellary,India,Karnataka,583227
11722,Bellary,India,Karnataka,583227
11723,Bellary,India,Karnataka,583227
11724,Bellary,India,Karnataka,583227
11725,Bangalore,India,Karnataka,560032
11726,Mangalore,India,Karnataka,576216
11727,Mangalore,India,Karnataka,576216
11728,Raichur,India,Karnataka,583231
11729,Kalghatgi,India,Karnataka,581230
11730,Mangalore,India,Karnataka,574144
11731,Chitradurga,India,Karnataka,577587
11732,Bidar,India,Karnataka,585335
11733,Dharwad,India,Karnataka,581105
11734,Mysore,India,Karnataka,571110
11735,Belgaum,India,Karnataka,591331
11736,Gauribidanur,India,Karnataka,561208
11737,Kolar,India,Karnataka,561208
11738,Hunsur,India,Karnataka,571610
11739,Bangalore,India,Karnataka,560019
11740,Bangalore,India,Karnataka,560019
11741,Bangalore,India,Karnataka,560021
11742,Hassan,India,Karnataka,573143
11743,Gulbarga,India,Karnataka,585109
11744,Karwar,India,Karnataka,581384
11745,Mangalore,India,Karnataka,574293
11746,Gulbarga,India,Karnataka,585212
11747,Belgaum,India,Karnataka,591306
11748,Bidar,India,Karnataka,585434
11749,Belgaum,India,Karnataka,591251
11750,Bellary,India,Karnataka,583228
11751,Chitradurga,India,Karnataka,577561
11752,Bilgi,India,Karnataka,587127
11753,Chitradurga,India,Karnataka,577555
11754,Gulbarga,India,Karnataka,585309
11755,Gokak,India,Karnataka,591307
11756,Belgaum,India,Karnataka,591307
11757,Belgaum,India,Karnataka,591308
11758,Belgaum,India,Karnataka,591307
11759,Belgaum,India,Karnataka,591307
11760,Belgaum,India,Karnataka,591307
11761,Karwar,India,Karnataka,581326
11762,Karwar,India,Karnataka,581326
11763,Bangalore,India,Karnataka,560054
11764,Bangalore,India,Karnataka,560054
11765,Mysore,India,Karnataka,570002
11766,Tumkur,India,Karnataka,572129
11767,Bidar,India,Karnataka,585341
11768,Bijapur,India,Karnataka,586231
11769,Hangal,India,Karnataka,581176
11770,Chikamaglur,India,Karnataka,577151
11771,Gonikoppal,India,Karnataka,571213
11772,Mangalore,India,Karnataka,574254
11773,Bangalore North,India,Karnataka,571470
11774,Chitradurga,India,Karnataka,577576
11775,Lingsugur,India,Karnataka,584141
11776,Bangalore,India,Karnataka,560022
11777,Bangalore,India,Karnataka,560026
11778,Belur,India,Karnataka,573120
11779,Jamkhandi,India,Karnataka,586145
11780,Raichur,India,Karnataka,584101
11781,Bangalore,India,Karnataka,560026
11782,Gubbi,India,Karnataka,572216
11783,Tumkur,India,Karnataka,572216
11784,Dharwar,India,Karnataka,581236
11785,Koduru,India,Karnataka,571245
11786,Bellary,India,Karnataka,583130
11787,Koppa,India,Karnataka,577152
11788,Karwar,India,Karnataka,581351
11789,Bangalore,India,Karnataka,562153
11790,Kundgol,India,Karnataka,581107
11791,Bellary,India,Karnataka,583245
11792,Afzalpur,India,Karnataka,587202
11793,Mangalore,India,Karnataka,576247
11794,Gulbarga,India,Karnataka,585101
11795,Belgaum,India,Karnataka,591321
11796,Gulbarga,India,Karnataka,585102
11797,Gulbarga,India,Karnataka,585102
11798,Gulbarga,India,Karnataka,585152
11799,Gulbarga,India,Karnataka,585101
11800,Gulbarga,India,Karnataka,585103
11801,Gulbarga,India,Karnataka,585104
11802,Gulbarga,India,Karnataka,585105
11803,Gulbarga,India,Karnataka,585103
11804,Gulbarga,India,Karnataka,585102
11805,Gulbarga,India,Karnataka,585104
11806,Gulbarga,India,Karnataka,585102
11807,Gulbarga,India,Karnataka,585101
11808,Gulbarga,India,Karnataka,585103
11809,Gulbarga,India,Karnataka,585101
11810,Gulbarga,India,Karnataka,585101
11811,Gulbarga,India,Karnataka,585104
11812,Gulbarga,India,Karnataka,585103
11813,Gulbarga,India,Karnataka,585104
11814,Gulbarga,India,Karnataka,585102
11815,Gulbarga,India,Karnataka,585101
11816,Bijapur,India,Karnataka,587203
11817,Bijapur,India,Karnataka,587203
11818,Chikamaglur,India,Karnataka,577178
11819,Karwar,India,Karnataka,581435
11820,Kolar,India,Karnataka,561218
11821,Tumkur,India,Karnataka,572118
11822,Mangalore,India,Karnataka,576239
11823,Belgaum,India,Karnataka,591262
11824,Gundlupet,India,Karnataka,571111
11825,Mysore,India,Karnataka,571111
11826,Mangalore,India,Karnataka,576237
11827,Mangalore,India,Karnataka,574317
11828,Raichur,India,Karnataka,584140
11829,Lingsugur,India,Karnataka,584139
11830,Gulbarga,India,Karnataka,585214
11831,Tiptur,India,Karnataka,572235
11832,Mysore,India,Karnataka,571188
11833,Mangalore,India,Karnataka,574145
11834,Mangalore,India,Karnataka,574217
11835,Mangalore,India,Karnataka,574218
11836,Haveri,India,Karnataka,581108
11837,Mandya,India,Karnataka,571403
11838,Gulbarga,India,Karnataka,585106
11839,Mysore,India,Karnataka,571114
11840,Bangalore,India,Karnataka,560002
11841,Karwar,India,Karnataka,581306
11842,Davanagere,India,Karnataka,577525
11843,Bijapur,India,Karnataka,586153
11844,Heggadadevankote,India,Karnataka,571334
11845,Malavalli,India,Karnataka,582228
11846,Tumkur,India,Karnataka,572239
11847,Belur,India,Karnataka,573216
11848,Bellary,India,Karnataka,583212
11849,Bellary,India,Karnataka,583138
11850,Bellary,India,Karnataka,583212
11851,Mangalore,India,Karnataka,576248
11852,Bangalore,India,Karnataka,560038
11853,Mangalore,India,Karnataka,576250
11854,Mudhol,India,Karnataka,587134
11855,Bijapur,India,Karnataka,586141
11856,Mandya,India,Karnataka,571421
11857,Indi,India,Karnataka,586207
11858,Belgaum,India,Karnataka,591142
11859,Bellary,India,Karnataka,583213
11860,Bidar,India,Karnataka,585413
11861,Karwar,India,Karnataka,581327
11862,Mangalore,India,Karnataka,574146
11863,Belur,India,Karnataka,573121
11864,Dod Ballapur,India,Karnataka,572150
11865,Malur,India,Karnataka,572240
11866,Piriyapatna,India,Karnataka,571614
11867,Belgaum,India,Karnataka,591176
11868,Belgaum,India,Karnataka,591155
11869,Karwar,India,Karnataka,581328
11870,Bellary,India,Karnataka,583251
11871,Dharwar,India,Karnataka,581208
11872,Karwar,India,Karnataka,581376
11873,Jamkhandi,India,Karnataka,587326
11874,Haliyal,India,Karnataka,581329
11875,Karwar,India,Karnataka,581329
11876,Chitapur,India,Karnataka,585255
11877,Dharwar,India,Karnataka,582128
11878,Hole Narsipur,India,Karnataka,573210
11879,Dharwar,India,Karnataka,580211
11880,Mangalore,India,Karnataka,576252
11881,Harapanahalli,India,Karnataka,582227
11882,Bidar,India,Karnataka,585352
11883,Bidar,India,Karnataka,585414
11884,Bidar,India,Karnataka,585415
11885,Shahpur,India,Karnataka,585273
11886,Bagalkot,India,Karnataka,587143
11887,Bidar,India,Karnataka,585441
11888,Mysore,India,Karnataka,571125
11889,Mangalore,India,Karnataka,575001
11890,Bellary,India,Karnataka,583240
11891,Mysore,India,Karnataka,571601
11892,Bellary,India,Karnataka,583214
11893,Bellary,India,Karnataka,583239
11894,Bellary,India,Karnataka,583215
11895,Belgaum,India,Karnataka,591185
11896,Harihar,India,Karnataka,577591
11897,Kushtagi,India,Karnataka,584114
11898,Chikamaglur,India,Karnataka,577119
11899,Belgaum,India,Karnataka,591157
11900,Chiknayakanhalli,India,Karnataka,572119
11901,Mangalore,India,Karnataka,576278
11902,Hangal,India,Karnataka,581104
11903,Bangarapet,India,Karnataka,571126
11904,Mangalore,India,Karnataka,576217
11905,Indi,India,Karnataka,586223
11906,Belgaum,India,Karnataka,591186
11907,Chikamaglur,India,Karnataka,577173
11908,Raichur,India,Karnataka,584166
11909,Dharwar,India,Karnataka,581135
11910,Kollegal,India,Karnataka,571439
11911,Mangalore,India,Karnataka,576270
11912,Belgaum,India,Karnataka,591514
11913,Hassan,India,Karnataka,573122
11914,Koduru,India,Karnataka,571223
11915,Bellary,India,Karnataka,583131
11916,Bellary,India,Karnataka,583131
11917,Bellary,India,Karnataka,583131
11918,Bellary,India,Karnataka,583131
11919,Mangalore,India,Karnataka,576279
11920,Mysore,India,Karnataka,571127
11921,Koduru,India,Karnataka,571239
11922,Mangalore,India,Karnataka,574181
11923,Chitradurga,India,Karnataka,577546
11924,Dharwar,India,Karnataka,582126
11925,Shimoga,India,Karnataka,577244
11926,Harihar,India,Karnataka,577601
11927,Chitradurga,India,Karnataka,577601
11928,Arsikere,India,Karnataka,577120
11929,Dharwar,India,Karnataka,581215
11930,Mysore,India,Karnataka,571183
11931,Bangalore,India,Karnataka,562112
11932,Hiriyur,India,Karnataka,577586
11933,Gadag,India,Karnataka,582123
11934,Belgaum,India,Karnataka,591220
11935,Mysore,India,Karnataka,571128
11936,Hassan,India,Karnataka,573201
11937,Hassan,India,Karnataka,573201
11938,Bellary,India,Karnataka,583114
11939,Gulbarga,India,Karnataka,585269
11940,Savanur,India,Karnataka,581159
11941,Dharwar,India,Karnataka,581108
11942,Mangalore,India,Karnataka,576131
11943,Haveri,India,Karnataka,581133
11944,Haveri,India,Karnataka,581110
11945,Haveri,India,Karnataka,581110
11946,Haveri,India,Karnataka,581110
11947,Haveri,India,Karnataka,581110
11948,Chitradurga,India,Karnataka,577416
11949,Dharwar,India,Karnataka,581110
11950,Belgaum,India,Karnataka,591221
11951,Bellary,India,Karnataka,583272
11952,Shorapur,India,Karnataka,582137
11953,Bangalore,India,Karnataka,560024
11954,Heggadadevankote,India,Karnataka,571148
11955,Arkalgud,India,Karnataka,571240
11956,Badami,India,Karnataka,577583
11957,Hebbalu,India,Karnataka,571616
11958,Malavalli,India,Karnataka,563154
11959,Mysore,India,Karnataka,571152
11960,Tarikere,India,Karnataka,572120
11961,Karwar,India,Karnataka,581420
11962,Aland,India,Karnataka,580117
11963,Mangalore,India,Karnataka,576112
11964,Hubli,India,Karnataka,581209
11965,Heggadadevankote,India,Karnataka,571331
11966,Karwar,India,Karnataka,581330
11967,Gundlupet,India,Karnataka,571336
11968,Belur,India,Karnataka,573145
11969,Karwar,India,Karnataka,581331
11970,Bilgi,India,Karnataka,571180
11971,Mangalore,India,Karnataka,574103
11972,Sira,India,Karnataka,572170
11973,Mangalore,India,Karnataka,576249
11974,Heggadadevankote,India,Karnataka,571337
11975,Mangalore,India,Karnataka,576134
11976,Bellary,India,Karnataka,583247
11977,Karwar,India,Karnataka,581332
11978,Bangalore,India,Karnataka,560088
11979,Bangalore,India,Karnataka,560089
11980,Sakleshpur,India,Karnataka,573123
11981,Dharwar,India,Karnataka,581168
11982,Belgaum,India,Karnataka,591255
11983,Belgaum,India,Karnataka,591107
11984,Bangalore,India,Karnataka,560001
11985,Mangalore,India,Karnataka,576246
11986,Mysore,India,Karnataka,571317
11987,Belgaum,India,Karnataka,591108
11988,Mysore,India,Karnataka,570017
11989,Bidar,India,Karnataka,585360
11990,Gulbarga,India,Karnataka,585282
11991,Bijapur,India,Karnataka,587318
11992,Mangalore,India,Karnataka,576113
11993,Karwar,India,Karnataka,581333
11994,Bidar,India,Karnataka,585373
11995,Gulbarga,India,Karnataka,585154
11996,Mangalore,India,Karnataka,574306
11997,Belgaum,India,Karnataka,591109
11998,Mangalore,India,Karnataka,576153
11999,Indi,India,Karnataka,586147
12000,Chikamaglur,India,Karnataka,577121
12001,Dharwar,India,Karnataka,581218
12002,Bellary,India,Karnataka,583216
12003,Ron,India,Karnataka,582217
12004,Tumkur,India,Karnataka,572168
12005,Dharwar,India,Karnataka,581191
12006,Kalghatgi,India,Karnataka,581225
12007,Chitradurga,India,Karnataka,577441
12008,Bellary,India,Karnataka,583227
12009,Hirekerur,India,Karnataka,581111
12010,Koppa,India,Karnataka,577442
12011,Belgaum,India,Karnataka,584142
12012,Belgaum,India,Karnataka,591274
12013,Belgaum,India,Karnataka,591110
12014,Bijapur,India,Karnataka,586233
12015,Hassan,India,Karnataka,585288
12016,Bellary,India,Karnataka,583145
12017,Bellary,India,Karnataka,583262
12018,Chitradurga,India,Karnataka,577562
12019,Gulbarga,India,Karnataka,585266
12020,Bijapur,India,Karnataka,587323
12021,Bellary,India,Karnataka,583263
12022,Mundargi,India,Karnataka,582222
12023,Channarayapatna,India,Karnataka,573124
12024,Hiriyur,India,Karnataka,572143
12025,Tumkur,India,Karnataka,572143
12026,Tumkur,India,Karnataka,572144
12027,Bijapur,India,Karnataka,587323
12028,Shimoga,India,Karnataka,577214
12029,Bellary,India,Karnataka,583255
12030,Bijapur,India,Karnataka,586151
12031,Bangalore,India,Karnataka,560031
12032,Bangalore,India,Karnataka,560031
12033,Shimoga,India,Karnataka,577215
12034,Mangalore,India,Karnataka,575001
12035,Bellary,India,Karnataka,583241
12036,Holalkere,India,Karnataka,577526
12037,Chitradurga,India,Karnataka,577526
12038,Chitradurga,India,Karnataka,577503
12039,Bellary,India,Karnataka,583217
12040,Shimoga,India,Karnataka,577216
12041,Bidar,India,Karnataka,585432
12042,Koratagere,India,Karnataka,572121
12043,Ron,India,Karnataka,582203
12044,Shimoga,India,Karnataka,577227
12045,Belgaum,India,Karnataka,591158
12046,Hassan,India,Karnataka,573211
12047,Hassan,India,Karnataka,573211
12048,Gadag,India,Karnataka,582204
12049,Bijapur,India,Karnataka,586148
12050,Honavar,India,Karnataka,581334
12051,Karwar,India,Karnataka,581334
12052,Karwar,India,Karnataka,581334
12053,Karwar,India,Karnataka,581334
12054,Karwar,India,Karnataka,581395
12055,Bangalore,India,Karnataka,562138
12056,Mysore,India,Karnataka,571156
12057,Belgaum,India,Karnataka,591135
12058,Bidar,India,Karnataka,585227
12059,Honnali,India,Karnataka,577217
12060,Ranibennur,India,Karnataka,581141
12061,Alur,India,Karnataka,572217
12062,Sagar,India,Karnataka,577417
12063,Tumkur,India,Karnataka,572122
12064,Davanagere,India,Karnataka,571493
12065,Bijapur,India,Karnataka,586156
12066,Mangalore,India,Karnataka,576137
12067,Bidar,India,Karnataka,585329
12068,Mysore,India,Karnataka,571808
12069,Belgaum,India,Karnataka,591159
12070,Chitradurga,India,Karnataka,577557
12071,Tirumakudal Narsipur,India,Karnataka,571162
12072,Indi,India,Karnataka,586117
12073,Mysore,India,Karnataka,571168
12074,Shimoga,India,Karnataka,577418
12075,Karwar,India,Karnataka,581335
12076,Pavagada,India,Karnataka,577527
12077,Chitradurga,India,Karnataka,577527
12078,Chitradurga,India,Karnataka,577554
12079,Mysore,India,Karnataka,571609
12080,Bellary,India,Karnataka,583218
12081,Chintamani,India,Karnataka,583264
12082,Mysore,India,Karnataka,571426
12083,Channagiri,India,Karnataka,584159
12084,Honnali,India,Karnataka,577153
12085,Karwar,India,Karnataka,581434
12086,Hassan,India,Karnataka,573201
12087,Mangalore,India,Karnataka,576282
12088,Haveri,India,Karnataka,581213
12089,Dharwar,India,Karnataka,580001
12090,Hoskote,India,Karnataka,562114
12091,Hoskote,India,Karnataka,571611
12092,Belgaum,India,Karnataka,591187
12093,Bellary,India,Karnataka,583201
12094,Hospet,India,Karnataka,583273
12095,Bellary,India,Karnataka,583201
12096,Bellary,India,Karnataka,583201
12097,Bellary,India,Karnataka,583201
12098,Bellary,India,Karnataka,583201
12099,Bellary,India,Karnataka,583201
12100,Bellary,India,Karnataka,583203
12101,Bellary,India,Karnataka,583202
12102,Bellary,India,Karnataka,583201
12103,Chitapur,India,Karnataka,561210
12104,Belgaum,India,Karnataka,591111
12105,Krishnarajpet,India,Karnataka,587142
12106,Krishnarajpet,India,Karnataka,571241
12107,Krishnarajpet,India,Karnataka,571267
12108,Krishnarajpet,India,Karnataka,571602
12109,Bangalore,India,Karnataka,560030
12110,Dharwar,India,Karnataka,580020
12111,Dharwar,India,Karnataka,580032
12112,Dharwar,India,Karnataka,580028
12113,Dharwar,India,Karnataka,580023
12114,Dharwar,India,Karnataka,580024
12115,Dharwar,India,Karnataka,580020
12116,Dharwar,India,Karnataka,580031
12117,Dharwar,India,Karnataka,580029
12118,Dharwar,India,Karnataka,580023
12119,Dharwar,India,Karnataka,580024
12120,Dharwar,India,Karnataka,580028
12121,Dharwar,India,Karnataka,580028
12122,Dharwar,India,Karnataka,580029
12123,Dharwar,India,Karnataka,580025
12124,Dharwar,India,Karnataka,580029
12125,Dharwar,India,Karnataka,580029
12126,Dharwar,India,Karnataka,580030
12127,Dharwar,India,Karnataka,580031
12128,Dharwar,India,Karnataka,580021
12129,Dharwar,India,Karnataka,580032
12130,Belgaum,India,Karnataka,591148
12131,Koduru,India,Karnataka,571249
12132,Hukeri,India,Karnataka,591309
12133,Belgaum,India,Karnataka,591309
12134,Belgaum,India,Karnataka,591323
12135,Raichur,India,Karnataka,584158
12136,Karwar,India,Karnataka,581336
12137,Shiggaon,India,Karnataka,581126
12138,Belur,India,Karnataka,571469
12139,Chiknayakanhalli,India,Karnataka,572218
12140,Tumkur,India,Karnataka,572143
12141,Dharwar,India,Karnataka,580118
12142,Gadag,India,Karnataka,582205
12143,Belgaum,India,Karnataka,591160
12144,Malur,India,Karnataka,563142
12145,Alur,India,Karnataka,571314
12146,Arsikere,India,Karnataka,572229
12147,Belgaum,India,Karnataka,591334
12148,Chitradurga,India,Karnataka,582220
12149,Tumkur,India,Karnataka,572123
12150,Bidar,India,Karnataka,585416
12151,Bidar,India,Karnataka,585433
12152,Raichur,India,Karnataka,584169
12153,Hosanagara,India,Karnataka,577436
12154,Gulbarga,India,Karnataka,585330
12155,Gulbarga,India,Karnataka,585330
12156,Mysore,India,Karnataka,571163
12157,Mangalore,India,Karnataka,576218
12158,Hungund,India,Karnataka,587118
12159,Bijapur,India,Karnataka,587118
12160,Bijapur,India,Karnataka,586234
12161,Belgaum,India,Karnataka,591275
12162,Jamkhandi,India,Karnataka,587119
12163,Shorapur,India,Karnataka,585215
12164,Belgaum,India,Karnataka,591161
12165,Belgaum,India,Karnataka,591276
12166,Hunsur,India,Karnataka,571105
12167,Mysore,India,Karnataka,571105
12168,Heggadadevankote,India,Karnataka,571315
12169,Dharwar,India,Karnataka,581181
12170,Shimoga,India,Karnataka,577303
12171,Mysore,India,Karnataka,571315
12172,Bellary,India,Karnataka,583219
12173,Bijapur,India,Karnataka,586208
12174,Bijapur,India,Karnataka,587135
12175,Raichur,India,Karnataka,584160
12176,Karwar,India,Karnataka,581337
12177,Mangalore,India,Karnataka,574252
12178,Mangalore,India,Karnataka,574501
12179,Mangalore,India,Karnataka,574304
12180,Bijapur,India,Karnataka,587125
12181,Bijapur,India,Karnataka,587125
12182,Tumkur,India,Karnataka,572173
12183,Dharwar,India,Karnataka,581183
12184,Mysore,India,Karnataka,571511
12185,Belgaum,India,Karnataka,591162
12186,Belgaum,India,Karnataka,591163
12187,Indi,India,Karnataka,586209
12188,Bijapur,India,Karnataka,586209
12189,Bangalore,India,Karnataka,560038
12190,Bangalore,India,Karnataka,560038
12191,Karwar,India,Karnataka,581449
12192,Karwar,India,Karnataka,581449
12193,Mysore,India,Karnataka,570020
12194,Bangalore,India,Karnataka,560010
12195,Mysore,India,Karnataka,570008
12196,Chitapur,India,Karnataka,581228
12197,Belgaum,India,Karnataka,591249
12198,Hubli,India,Karnataka,581231
12199,Bijapur,India,Karnataka,586235
12200,Mangalore,India,Karnataka,576146
12201,Mangalore,India,Karnataka,576138
12202,Mangalore,India,Karnataka,574301
12203,Mysore,India,Karnataka,570001
12204,Mangalore,India,Karnataka,574128
12205,Karwar,India,Karnataka,581428
12206,Shimoga,India,Karnataka,577236
12207,Raichur,India,Karnataka,583265
12208,Dharwar,India,Karnataka,582241
12209,Dharwar,India,Karnataka,581142
12210,Madhugiri,India,Karnataka,572124
12211,Belgaum,India,Karnataka,591112
12212,Sedam,India,Karnataka,585280
12213,Mysore,India,Karnataka,570010
12214,Bellary,India,Karnataka,583220
12215,Sorab,India,Karnataka,577419
12216,Bangalore,India,Karnataka,562154
12217,Dharwar,India,Karnataka,581129
12218,Jagalur,India,Karnataka,577528
12219,Chitradurga,India,Karnataka,577528
12220,Bijapur,India,Karnataka,586236
12221,Bangalore,India,Karnataka,560051
12222,Channagiri,India,Karnataka,582127
12223,Dharwar,India,Karnataka,582243
12224,Bangalore,India,Karnataka,560013
12225,Bangalore,India,Karnataka,560014
12226,Bangalore,India,Karnataka,560013
12227,Bangalore,India,Karnataka,560015
12228,Raichur,India,Karnataka,584116
12229,Badami,India,Karnataka,587144
12230,Mangalore,India,Karnataka,574255
12231,Sindgi,India,Karnataka,586163
12232,Channarayapatna,India,Karnataka,573151
12233,Bijapur,India,Karnataka,586247
12234,Jamkhandi,India,Karnataka,587301
12235,Bijapur,India,Karnataka,587301
12236,Bijapur,India,Karnataka,587302
12237,Bangalore,India,Karnataka,562144
12238,Karwar,India,Karnataka,581448
12239,Alur,India,Karnataka,577154
12240,Alur,India,Karnataka,577301
12241,Belgaum,India,Karnataka,591279
12242,Bidar,India,Karnataka,585423
12243,Belgaum,India,Karnataka,591280
12244,Arsikere,India,Karnataka,573125
12245,Raichur,India,Karnataka,584143
12246,Mudigere,India,Karnataka,577122
12247,Sedam,India,Karnataka,584101
12248,Raichur,India,Karnataka,584117
12249,Chitradurga,India,Karnataka,577002
12250,Chitradurga,India,Karnataka,577501
12251,Hassan,India,Karnataka,573126
12252,Bangalore,India,Karnataka,560046
12253,Bangalore,India,Karnataka,560011
12254,Mysore,India,Karnataka,570009
12255,Bangalore,India,Karnataka,560069
12256,Mysore,India,Karnataka,570014
12257,Mysore,India,Karnataka,570014
12258,Bangalore,India,Karnataka,560041
12259,Bangalore,India,Karnataka,560041
12260,Bangalore,India,Karnataka,560082
12261,Bangalore,India,Karnataka,560082
12262,Bangalore,India,Karnataka,560078
12263,Koppa,India,Karnataka,577123
12264,Mangalore,India,Karnataka,574192
12265,Bangalore,India,Karnataka,560005
12266,Bangalore,India,Karnataka,560075
12267,Mangalore,India,Karnataka,575002
12268,Bidar,India,Karnataka,585310
12269,Harihar,India,Karnataka,577577
